GeneID_curateA,GeneID_curateB,combined_score,phys_score
ENSRNOG00000010048,ENSRNOG00000006178,997,911
ENSRNOG00000010048,ENSRNOG00000007330,930,793
ENSRNOG00000010048,ENSRNOG00000007504,996,985
ENSRNOG00000010048,ENSRNOG00000008921,932,900
ENSRNOG00000010048,ENSRNOG00000009687,812,720
ENSRNOG00000010048,ENSRNOG00000009700,998,963
ENSRNOG00000010048,ENSRNOG00000010434,994,801
ENSRNOG00000010048,ENSRNOG00000011222,922,900
ENSRNOG00000010048,ENSRNOG00000011798,966,884
ENSRNOG00000010048,ENSRNOG00000013254,992,972
ENSRNOG00000010048,ENSRNOG00000013538,891,756
ENSRNOG00000010048,ENSRNOG00000013767,720,720
ENSRNOG00000010048,ENSRNOG00000014000,827,734
ENSRNOG00000010048,ENSRNOG00000014208,997,980
ENSRNOG00000010048,ENSRNOG00000014584,768,720
ENSRNOG00000010048,ENSRNOG00000014819,996,990
ENSRNOG00000010048,ENSRNOG00000015293,720,720
ENSRNOG00000010048,ENSRNOG00000015636,832,745
ENSRNOG00000010048,ENSRNOG00000017786,992,971
ENSRNOG00000010048,ENSRNOG00000018048,990,973
ENSRNOG00000010048,ENSRNOG00000018207,933,905
ENSRNOG00000010048,ENSRNOG00000019298,997,981
ENSRNOG00000010048,ENSRNOG00000021381,775,720
ENSRNOG00000010048,ENSRNOG00000022015,726,720
ENSRNOG00000010048,ENSRNOG00000025481,999,994
ENSRNOG00000010048,ENSRNOG00000025715,962,850
ENSRNOG00000010048,ENSRNOG00000026527,902,797
ENSRNOG00000010048,ENSRNOG00000032070,903,778
ENSRNOG00000010048,ENSRNOG00000033568,884,725
ENSRNOG00000010048,ENSRNOG00000056148,761,720
ENSRNOG00000010053,ENSRNOG00000000774,766,720
ENSRNOG00000010053,ENSRNOG00000000901,940,731
ENSRNOG00000010053,ENSRNOG00000005446,900,740
ENSRNOG00000010053,ENSRNOG00000008431,771,720
ENSRNOG00000010053,ENSRNOG00000010053,905,900
ENSRNOG00000010053,ENSRNOG00000011130,990,961
ENSRNOG00000010053,ENSRNOG00000012417,998,920
ENSRNOG00000010053,ENSRNOG00000014290,727,720
ENSRNOG00000010053,ENSRNOG00000019926,999,999
ENSRNOG00000010053,ENSRNOG00000020441,999,998
ENSRNOG00000010053,ENSRNOG00000027030,999,990
ENSRNOG00000010053,ENSRNOG00000029830,993,913
ENSRNOG00000010053,ENSRNOG00000053766,999,999
ENSRNOG00000010053,NA,992,778
ENSRNOG00000010060,ENSRNOG00000017606,989,966
ENSRNOG00000010060,ENSRNOG00000055530,865,790
ENSRNOG00000010063,ENSRNOG00000005446,996,918
ENSRNOG00000010063,ENSRNOG00000010063,958,932
ENSRNOG00000010063,ENSRNOG00000010254,941,915
ENSRNOG00000010063,ENSRNOG00000014290,943,892
ENSRNOG00000010063,ENSRNOG00000030877,987,982
ENSRNOG00000010063,ENSRNOG00000038597,833,730
ENSRNOG00000010076,ENSRNOG00000001888,752,731
ENSRNOG00000010076,ENSRNOG00000005043,720,720
ENSRNOG00000010076,ENSRNOG00000007781,723,720
ENSRNOG00000010076,ENSRNOG00000008639,750,731
ENSRNOG00000010076,ENSRNOG00000015152,866,807
ENSRNOG00000010076,ENSRNOG00000015375,720,720
ENSRNOG00000010076,ENSRNOG00000023786,720,720
ENSRNOG00000010076,ENSRNOG00000039876,739,720
ENSRNOG00000010076,ENSRNOG00000054172,922,717
ENSRNOG00000010076,ENSRNOG00000057464,773,739
ENSRNOG00000010076,NA,911,720
ENSRNOG00000010078,ENSRNOG00000000923,823,720
ENSRNOG00000010078,ENSRNOG00000001592,812,720
ENSRNOG00000010078,ENSRNOG00000001643,745,720
ENSRNOG00000010078,ENSRNOG00000001803,746,720
ENSRNOG00000010078,ENSRNOG00000002642,818,720
ENSRNOG00000010078,ENSRNOG00000006619,746,720
ENSRNOG00000010078,ENSRNOG00000009642,791,720
ENSRNOG00000010078,ENSRNOG00000009965,969,825
ENSRNOG00000010078,ENSRNOG00000011470,791,736
ENSRNOG00000010078,ENSRNOG00000011632,803,720
ENSRNOG00000010078,ENSRNOG00000012121,803,720
ENSRNOG00000010078,ENSRNOG00000012709,743,733
ENSRNOG00000010078,ENSRNOG00000013195,927,810
ENSRNOG00000010078,ENSRNOG00000014160,739,729
ENSRNOG00000010078,ENSRNOG00000015630,803,720
ENSRNOG00000010078,ENSRNOG00000016907,762,720
ENSRNOG00000010078,ENSRNOG00000017729,720,720
ENSRNOG00000010078,ENSRNOG00000019090,790,720
ENSRNOG00000010078,ENSRNOG00000019798,737,720
ENSRNOG00000010078,ENSRNOG00000020298,762,720
ENSRNOG00000010078,ENSRNOG00000021164,728,720
ENSRNOG00000010078,ENSRNOG00000021317,795,720
ENSRNOG00000010078,ENSRNOG00000021732,732,726
ENSRNOG00000010078,ENSRNOG00000022392,720,720
ENSRNOG00000010078,ENSRNOG00000028155,786,720
ENSRNOG00000010078,ENSRNOG00000033426,774,720
ENSRNOG00000010078,ENSRNOG00000059714,791,736
ENSRNOG00000010078,NA,818,725
ENSRNOG00000010096,ENSRNOG00000008859,911,807
ENSRNOG00000010096,ENSRNOG00000009370,800,800
ENSRNOG00000010096,ENSRNOG00000025100,987,877
ENSRNOG00000010104,ENSRNOG00000001228,987,900
ENSRNOG00000010104,ENSRNOG00000033444,969,917
ENSRNOG00000010109,ENSRNOG00000012379,987,746
ENSRNOG00000010109,ENSRNOG00000013746,927,800
ENSRNOG00000010109,ENSRNOG00000021748,994,913
ENSRNOG00000010111,ENSRNOG00000002144,881,762
ENSRNOG00000010111,ENSRNOG00000013804,848,756
ENSRNOG00000010111,ENSRNOG00000019766,878,761
ENSRNOG00000010111,ENSRNOG00000036601,819,730
ENSRNOG00000010111,ENSRNOG00000046023,888,761
ENSRNOG00000010111,ENSRNOG00000050100,814,729
ENSRNOG00000010111,ENSRNOG00000060266,814,728
ENSRNOG00000010111,ENSRNOG00000070201,818,726
ENSRNOG00000010111,NA,818,726
ENSRNOG00000010116,ENSRNOG00000000420,851,720
ENSRNOG00000010116,ENSRNOG00000000461,820,720
ENSRNOG00000010116,ENSRNOG00000001033,728,720
ENSRNOG00000010116,ENSRNOG00000001748,944,763
ENSRNOG00000010116,ENSRNOG00000002232,816,720
ENSRNOG00000010116,ENSRNOG00000003258,999,999
ENSRNOG00000010116,ENSRNOG00000004787,721,720
ENSRNOG00000010116,ENSRNOG00000004814,776,720
ENSRNOG00000010116,ENSRNOG00000005183,999,999
ENSRNOG00000010116,ENSRNOG00000006965,868,720
ENSRNOG00000010116,ENSRNOG00000007472,739,720
ENSRNOG00000010116,ENSRNOG00000007845,995,966
ENSRNOG00000010116,ENSRNOG00000008035,979,918
ENSRNOG00000010116,ENSRNOG00000008748,731,720
ENSRNOG00000010116,ENSRNOG00000008825,995,962
ENSRNOG00000010116,ENSRNOG00000009377,764,754
ENSRNOG00000010116,ENSRNOG00000010160,720,720
ENSRNOG00000010116,ENSRNOG00000010408,967,878
ENSRNOG00000010116,ENSRNOG00000010902,931,813
ENSRNOG00000010116,ENSRNOG00000011214,978,878
ENSRNOG00000010116,ENSRNOG00000011953,996,962
ENSRNOG00000010116,ENSRNOG00000012240,992,941
ENSRNOG00000010116,ENSRNOG00000012803,997,988
ENSRNOG00000010116,ENSRNOG00000013545,967,882
ENSRNOG00000010116,ENSRNOG00000014284,893,702
ENSRNOG00000010116,ENSRNOG00000015301,762,720
ENSRNOG00000010116,ENSRNOG00000015474,720,720
ENSRNOG00000010116,ENSRNOG00000015720,977,897
ENSRNOG00000010116,ENSRNOG00000016231,967,878
ENSRNOG00000010116,ENSRNOG00000017195,999,999
ENSRNOG00000010116,ENSRNOG00000019079,961,853
ENSRNOG00000010116,ENSRNOG00000019439,969,888
ENSRNOG00000010116,ENSRNOG00000019559,752,720
ENSRNOG00000010116,ENSRNOG00000019746,997,984
ENSRNOG00000010116,ENSRNOG00000019824,810,720
ENSRNOG00000010116,ENSRNOG00000020799,956,763
ENSRNOG00000010116,ENSRNOG00000022586,899,720
ENSRNOG00000010116,ENSRNOG00000022868,757,720
ENSRNOG00000010116,ENSRNOG00000023053,752,720
ENSRNOG00000010116,ENSRNOG00000024779,982,898
ENSRNOG00000010116,ENSRNOG00000026277,723,720
ENSRNOG00000010116,ENSRNOG00000030017,939,875
ENSRNOG00000010116,ENSRNOG00000032034,995,967
ENSRNOG00000010116,ENSRNOG00000047874,720,720
ENSRNOG00000010116,ENSRNOG00000048187,720,720
ENSRNOG00000010116,ENSRNOG00000048736,778,720
ENSRNOG00000010116,ENSRNOG00000053054,854,745
ENSRNOG00000010116,NA,944,763
ENSRNOG00000010117,ENSRNOG00000001253,999,993
ENSRNOG00000010117,ENSRNOG00000004252,993,978
ENSRNOG00000010117,ENSRNOG00000005804,998,984
ENSRNOG00000010117,ENSRNOG00000009432,993,951
ENSRNOG00000010117,ENSRNOG00000010218,997,971
ENSRNOG00000010117,ENSRNOG00000011020,996,955
ENSRNOG00000010117,ENSRNOG00000012738,999,992
ENSRNOG00000010117,ENSRNOG00000015221,997,983
ENSRNOG00000010117,ENSRNOG00000016459,998,980
ENSRNOG00000010117,ENSRNOG00000017447,992,940
ENSRNOG00000010117,ENSRNOG00000018345,961,752
ENSRNOG00000010117,ENSRNOG00000018645,932,755
ENSRNOG00000010117,ENSRNOG00000018761,999,992
ENSRNOG00000010117,ENSRNOG00000020495,994,958
ENSRNOG00000010117,ENSRNOG00000020619,998,993
ENSRNOG00000010117,ENSRNOG00000027690,990,958
ENSRNOG00000010117,ENSRNOG00000031421,939,843
ENSRNOG00000010117,ENSRNOG00000033765,914,755
ENSRNOG00000010117,ENSRNOG00000037399,869,704
ENSRNOG00000010117,ENSRNOG00000045885,941,737
ENSRNOG00000010117,ENSRNOG00000047185,997,987
ENSRNOG00000010117,ENSRNOG00000060793,953,843
ENSRNOG00000010117,ENSRNOG00000062652,971,895
ENSRNOG00000010117,NA,956,810
ENSRNOG00000010121,ENSRNOG00000001704,832,721
ENSRNOG00000010121,ENSRNOG00000005330,965,930
ENSRNOG00000010121,ENSRNOG00000005428,960,766
ENSRNOG00000010121,ENSRNOG00000005882,922,853
ENSRNOG00000010121,ENSRNOG00000009568,906,834
ENSRNOG00000010121,ENSRNOG00000010121,944,929
ENSRNOG00000010121,ENSRNOG00000012420,764,720
ENSRNOG00000010121,ENSRNOG00000013195,921,900
ENSRNOG00000010121,ENSRNOG00000015488,838,800
ENSRNOG00000010121,ENSRNOG00000016617,871,815
ENSRNOG00000010121,ENSRNOG00000016866,931,904
ENSRNOG00000010121,ENSRNOG00000017516,830,726
ENSRNOG00000010121,ENSRNOG00000018468,762,720
ENSRNOG00000010121,ENSRNOG00000018483,984,968
ENSRNOG00000010121,ENSRNOG00000020663,780,720
ENSRNOG00000010121,ENSRNOG00000025327,946,922
ENSRNOG00000010121,ENSRNOG00000027357,961,761
ENSRNOG00000010121,ENSRNOG00000054172,999,999
ENSRNOG00000010121,ENSRNOG00000057754,885,829
ENSRNOG00000010121,NA,826,751
ENSRNOG00000010125,ENSRNOG00000001243,970,939
ENSRNOG00000010125,ENSRNOG00000003844,917,800
ENSRNOG00000010125,ENSRNOG00000004091,819,800
ENSRNOG00000010125,ENSRNOG00000004373,849,800
ENSRNOG00000010125,ENSRNOG00000005710,897,792
ENSRNOG00000010125,ENSRNOG00000005982,952,896
ENSRNOG00000010125,ENSRNOG00000009245,995,864
ENSRNOG00000010125,ENSRNOG00000010719,995,941
ENSRNOG00000010125,ENSRNOG00000011503,819,800
ENSRNOG00000010125,ENSRNOG00000011584,854,825
ENSRNOG00000010125,ENSRNOG00000012348,992,821
ENSRNOG00000010125,ENSRNOG00000012409,991,821
ENSRNOG00000010125,ENSRNOG00000012651,837,800
ENSRNOG00000010125,ENSRNOG00000013023,985,806
ENSRNOG00000010125,ENSRNOG00000013078,983,908
ENSRNOG00000010125,ENSRNOG00000013252,937,800
ENSRNOG00000010125,ENSRNOG00000013336,835,800
ENSRNOG00000010125,ENSRNOG00000014674,996,858
ENSRNOG00000010125,ENSRNOG00000015552,822,800
ENSRNOG00000010125,ENSRNOG00000017397,855,800
ENSRNOG00000010125,ENSRNOG00000017613,981,907
ENSRNOG00000010125,ENSRNOG00000018194,800,800
ENSRNOG00000010125,ENSRNOG00000018582,974,775
ENSRNOG00000010125,ENSRNOG00000020635,992,874
ENSRNOG00000010125,ENSRNOG00000020946,800,800
ENSRNOG00000010125,ENSRNOG00000036687,901,800
ENSRNOG00000010125,ENSRNOG00000048708,985,796
ENSRNOG00000010125,ENSRNOG00000051170,892,800
ENSRNOG00000010125,ENSRNOG00000051623,987,854
ENSRNOG00000010125,ENSRNOG00000053060,897,794
ENSRNOG00000010125,ENSRNOG00000058561,813,800
ENSRNOG00000010125,ENSRNOG00000060337,993,821
ENSRNOG00000010125,ENSRNOG00000060597,800,800
ENSRNOG00000010125,NA,902,800
ENSRNOG00000010126,ENSRNOG00000000075,905,742
ENSRNOG00000010126,ENSRNOG00000023551,824,783
ENSRNOG00000010128,ENSRNOG00000015187,927,900
ENSRNOG00000010133,ENSRNOG00000010133,964,952
ENSRNOG00000010137,ENSRNOG00000000938,970,917
ENSRNOG00000010137,ENSRNOG00000016478,992,948
ENSRNOG00000010146,ENSRNOG00000010756,946,896
ENSRNOG00000010146,ENSRNOG00000016708,916,747
ENSRNOG00000010147,ENSRNOG00000014013,996,948
ENSRNOG00000010147,ENSRNOG00000014980,959,836
ENSRNOG00000010147,ENSRNOG00000018293,981,752
ENSRNOG00000010147,ENSRNOG00000060825,986,890
ENSRNOG00000010158,ENSRNOG00000025496,785,731
ENSRNOG00000010158,ENSRNOG00000055917,876,728
ENSRNOG00000010160,ENSRNOG00000000420,724,720
ENSRNOG00000010160,ENSRNOG00000000461,728,720
ENSRNOG00000010160,ENSRNOG00000001033,721,720
ENSRNOG00000010160,ENSRNOG00000002232,824,720
ENSRNOG00000010160,ENSRNOG00000003258,725,720
ENSRNOG00000010160,ENSRNOG00000004787,733,720
ENSRNOG00000010160,ENSRNOG00000004814,720,720
ENSRNOG00000010160,ENSRNOG00000005183,725,720
ENSRNOG00000010160,ENSRNOG00000006965,859,720
ENSRNOG00000010160,ENSRNOG00000007472,720,720
ENSRNOG00000010160,ENSRNOG00000007845,730,720
ENSRNOG00000010160,ENSRNOG00000008748,732,720
ENSRNOG00000010160,ENSRNOG00000008825,720,720
ENSRNOG00000010160,ENSRNOG00000009377,729,720
ENSRNOG00000010160,ENSRNOG00000010116,720,720
ENSRNOG00000010160,ENSRNOG00000010902,739,720
ENSRNOG00000010160,ENSRNOG00000011953,720,720
ENSRNOG00000010160,ENSRNOG00000012803,722,720
ENSRNOG00000010160,ENSRNOG00000015301,733,720
ENSRNOG00000010160,ENSRNOG00000015474,720,720
ENSRNOG00000010160,ENSRNOG00000017195,728,720
ENSRNOG00000010160,ENSRNOG00000019559,852,828
ENSRNOG00000010160,ENSRNOG00000019746,720,720
ENSRNOG00000010160,ENSRNOG00000019824,914,776
ENSRNOG00000010160,ENSRNOG00000022586,770,720
ENSRNOG00000010160,ENSRNOG00000022868,882,751
ENSRNOG00000010160,ENSRNOG00000023053,808,800
ENSRNOG00000010160,ENSRNOG00000026277,940,866
ENSRNOG00000010160,ENSRNOG00000030017,720,720
ENSRNOG00000010160,ENSRNOG00000032034,736,720
ENSRNOG00000010160,ENSRNOG00000047874,720,720
ENSRNOG00000010160,ENSRNOG00000048187,720,720
ENSRNOG00000010160,ENSRNOG00000048736,776,720
ENSRNOG00000010160,ENSRNOG00000053054,746,720
ENSRNOG00000010160,NA,720,720
ENSRNOG00000010165,ENSRNOG00000002144,882,762
ENSRNOG00000010165,ENSRNOG00000013804,849,756
ENSRNOG00000010165,ENSRNOG00000019766,878,761
ENSRNOG00000010165,ENSRNOG00000029738,814,789
ENSRNOG00000010165,ENSRNOG00000036601,812,724
ENSRNOG00000010165,ENSRNOG00000046023,886,761
ENSRNOG00000010165,ENSRNOG00000050100,814,729
ENSRNOG00000010165,ENSRNOG00000060266,814,728
ENSRNOG00000010165,ENSRNOG00000070201,818,726
ENSRNOG00000010165,NA,819,726
ENSRNOG00000010171,ENSRNOG00000004367,824,800
ENSRNOG00000010171,ENSRNOG00000018232,952,926
ENSRNOG00000010176,ENSRNOG00000001849,997,993
ENSRNOG00000010176,ENSRNOG00000002904,927,882
ENSRNOG00000010176,ENSRNOG00000004100,839,800
ENSRNOG00000010176,ENSRNOG00000010176,982,956
ENSRNOG00000010176,ENSRNOG00000010552,965,951
ENSRNOG00000010176,ENSRNOG00000010838,996,962
ENSRNOG00000010176,ENSRNOG00000012002,967,949
ENSRNOG00000010176,ENSRNOG00000012818,976,900
ENSRNOG00000010184,ENSRNOG00000007518,998,979
ENSRNOG00000010184,ENSRNOG00000011945,994,959
ENSRNOG00000010184,ENSRNOG00000018089,720,720
ENSRNOG00000010184,ENSRNOG00000031325,996,983
ENSRNOG00000010184,ENSRNOG00000037827,934,852
ENSRNOG00000010184,ENSRNOG00000047476,991,958
ENSRNOG00000010189,ENSRNOG00000000471,997,984
ENSRNOG00000010189,ENSRNOG00000000505,967,851
ENSRNOG00000010189,ENSRNOG00000000957,948,850
ENSRNOG00000010189,ENSRNOG00000001611,991,879
ENSRNOG00000010189,ENSRNOG00000003201,994,957
ENSRNOG00000010189,ENSRNOG00000004107,996,875
ENSRNOG00000010189,ENSRNOG00000004196,998,984
ENSRNOG00000010189,ENSRNOG00000004741,948,843
ENSRNOG00000010189,ENSRNOG00000005975,967,847
ENSRNOG00000010189,ENSRNOG00000006236,996,986
ENSRNOG00000010189,ENSRNOG00000007663,999,995
ENSRNOG00000010189,ENSRNOG00000008140,989,859
ENSRNOG00000010189,ENSRNOG00000008591,999,985
ENSRNOG00000010189,ENSRNOG00000009378,994,875
ENSRNOG00000010189,ENSRNOG00000010189,900,900
ENSRNOG00000010189,ENSRNOG00000010369,776,725
ENSRNOG00000010189,ENSRNOG00000010746,968,849
ENSRNOG00000010189,ENSRNOG00000011138,950,834
ENSRNOG00000010189,ENSRNOG00000011494,974,848
ENSRNOG00000010189,ENSRNOG00000011893,998,988
ENSRNOG00000010189,ENSRNOG00000013508,956,838
ENSRNOG00000010189,ENSRNOG00000014272,973,847
ENSRNOG00000010189,ENSRNOG00000015335,961,849
ENSRNOG00000010189,ENSRNOG00000016220,988,880
ENSRNOG00000010189,ENSRNOG00000016387,985,859
ENSRNOG00000010189,ENSRNOG00000016411,996,984
ENSRNOG00000010189,ENSRNOG00000016580,998,984
ENSRNOG00000010189,ENSRNOG00000016896,981,860
ENSRNOG00000010189,ENSRNOG00000016961,997,984
ENSRNOG00000010189,ENSRNOG00000017127,974,849
ENSRNOG00000010189,ENSRNOG00000017418,998,988
ENSRNOG00000010189,ENSRNOG00000018320,997,987
ENSRNOG00000010189,ENSRNOG00000018645,999,987
ENSRNOG00000010189,ENSRNOG00000018680,985,851
ENSRNOG00000010189,ENSRNOG00000018774,997,984
ENSRNOG00000010189,ENSRNOG00000018795,979,884
ENSRNOG00000010189,ENSRNOG00000019007,994,926
ENSRNOG00000010189,ENSRNOG00000019453,999,987
ENSRNOG00000010189,ENSRNOG00000019578,999,990
ENSRNOG00000010189,ENSRNOG00000020266,920,732
ENSRNOG00000010189,ENSRNOG00000020595,998,984
ENSRNOG00000010189,ENSRNOG00000020618,991,858
ENSRNOG00000010189,ENSRNOG00000020674,972,870
ENSRNOG00000010189,ENSRNOG00000021035,995,875
ENSRNOG00000010189,ENSRNOG00000023344,973,846
ENSRNOG00000010189,ENSRNOG00000023529,990,859
ENSRNOG00000010189,ENSRNOG00000024603,998,985
ENSRNOG00000010189,ENSRNOG00000025936,978,870
ENSRNOG00000010189,ENSRNOG00000027503,999,984
ENSRNOG00000010189,ENSRNOG00000028449,954,843
ENSRNOG00000010189,ENSRNOG00000028747,976,851
ENSRNOG00000010189,ENSRNOG00000029627,997,984
ENSRNOG00000010189,ENSRNOG00000029886,722,720
ENSRNOG00000010189,ENSRNOG00000033152,996,984
ENSRNOG00000010189,ENSRNOG00000033161,998,984
ENSRNOG00000010189,ENSRNOG00000033686,951,846
ENSRNOG00000010189,ENSRNOG00000034237,961,847
ENSRNOG00000010189,ENSRNOG00000037897,998,983
ENSRNOG00000010189,ENSRNOG00000038746,998,986
ENSRNOG00000010189,ENSRNOG00000042886,998,984
ENSRNOG00000010189,ENSRNOG00000045885,997,984
ENSRNOG00000010189,ENSRNOG00000052620,966,883
ENSRNOG00000010189,ENSRNOG00000054626,998,991
ENSRNOG00000010189,ENSRNOG00000055726,983,793
ENSRNOG00000010189,ENSRNOG00000056765,959,855
ENSRNOG00000010189,ENSRNOG00000058909,997,984
ENSRNOG00000010189,ENSRNOG00000058914,984,846
ENSRNOG00000010189,ENSRNOG00000060449,998,984
ENSRNOG00000010189,ENSRNOG00000062652,999,991
ENSRNOG00000010189,ENSRNOG00000064545,971,847
ENSRNOG00000010189,ENSRNOG00000066637,998,984
ENSRNOG00000010189,ENSRNOG00000067444,998,953
ENSRNOG00000010189,ENSRNOG00000070034,998,984
ENSRNOG00000010189,ENSRNOG00000070974,921,839
ENSRNOG00000010189,NA,993,883
ENSRNOG00000010194,ENSRNOG00000001294,917,720
ENSRNOG00000010194,ENSRNOG00000001958,922,720
ENSRNOG00000010194,ENSRNOG00000002932,995,981
ENSRNOG00000010194,ENSRNOG00000006440,926,720
ENSRNOG00000010194,ENSRNOG00000007117,795,720
ENSRNOG00000010194,ENSRNOG00000007692,931,720
ENSRNOG00000010194,ENSRNOG00000008075,899,720
ENSRNOG00000010194,ENSRNOG00000008891,915,720
ENSRNOG00000010194,ENSRNOG00000009278,910,720
ENSRNOG00000010194,ENSRNOG00000009808,955,730
ENSRNOG00000010194,ENSRNOG00000010241,874,720
ENSRNOG00000010194,ENSRNOG00000010952,999,992
ENSRNOG00000010194,ENSRNOG00000013919,942,720
ENSRNOG00000010194,ENSRNOG00000013947,758,720
ENSRNOG00000010194,ENSRNOG00000016545,999,994
ENSRNOG00000010194,ENSRNOG00000024468,908,720
ENSRNOG00000010194,ENSRNOG00000027617,871,720
ENSRNOG00000010194,ENSRNOG00000028783,988,963
ENSRNOG00000010194,ENSRNOG00000031346,908,720
ENSRNOG00000010194,ENSRNOG00000034089,995,986
ENSRNOG00000010194,ENSRNOG00000057813,910,720
ENSRNOG00000010194,ENSRNOG00000069321,752,720
ENSRNOG00000010196,ENSRNOG00000000471,900,900
ENSRNOG00000010196,ENSRNOG00000015857,995,979
ENSRNOG00000010196,ENSRNOG00000016962,856,800
ENSRNOG00000010196,ENSRNOG00000024634,974,935
ENSRNOG00000010196,ENSRNOG00000032942,958,923
ENSRNOG00000010208,ENSRNOG00000007650,991,971
ENSRNOG00000010208,ENSRNOG00000010947,995,959
ENSRNOG00000010208,ENSRNOG00000010966,864,753
ENSRNOG00000010208,ENSRNOG00000032353,999,988
ENSRNOG00000010208,NA,991,904
ENSRNOG00000010218,ENSRNOG00000001253,997,956
ENSRNOG00000010218,ENSRNOG00000004252,943,900
ENSRNOG00000010218,ENSRNOG00000005804,988,932
ENSRNOG00000010218,ENSRNOG00000009432,994,866
ENSRNOG00000010218,ENSRNOG00000010117,997,971
ENSRNOG00000010218,ENSRNOG00000015221,966,900
ENSRNOG00000010218,ENSRNOG00000016459,986,925
ENSRNOG00000010218,ENSRNOG00000017447,991,869
ENSRNOG00000010218,ENSRNOG00000018033,943,783
ENSRNOG00000010218,ENSRNOG00000018345,933,755
ENSRNOG00000010218,ENSRNOG00000018761,998,980
ENSRNOG00000010218,ENSRNOG00000020619,995,958
ENSRNOG00000010218,ENSRNOG00000023356,974,791
ENSRNOG00000010218,ENSRNOG00000027690,973,939
ENSRNOG00000010218,ENSRNOG00000031421,940,759
ENSRNOG00000010218,ENSRNOG00000033765,999,991
ENSRNOG00000010218,ENSRNOG00000062652,970,865
ENSRNOG00000010218,NA,969,791
ENSRNOG00000010219,ENSRNOG00000009313,915,858
ENSRNOG00000010219,ENSRNOG00000015160,889,861
ENSRNOG00000010219,ENSRNOG00000029738,995,813
ENSRNOG00000010233,ENSRNOG00000051548,828,800
ENSRNOG00000010234,ENSRNOG00000031312,960,820
ENSRNOG00000010234,ENSRNOG00000070745,808,789
ENSRNOG00000010241,ENSRNOG00000001294,969,953
ENSRNOG00000010241,ENSRNOG00000001316,881,749
ENSRNOG00000010241,ENSRNOG00000001958,966,958
ENSRNOG00000010241,ENSRNOG00000002932,870,720
ENSRNOG00000010241,ENSRNOG00000004130,866,706
ENSRNOG00000010241,ENSRNOG00000005904,867,749
ENSRNOG00000010241,ENSRNOG00000006440,993,979
ENSRNOG00000010241,ENSRNOG00000007117,899,873
ENSRNOG00000010241,ENSRNOG00000007692,971,959
ENSRNOG00000010241,ENSRNOG00000008075,972,957
ENSRNOG00000010241,ENSRNOG00000008891,953,930
ENSRNOG00000010241,ENSRNOG00000009278,964,946
ENSRNOG00000010241,ENSRNOG00000009808,948,898
ENSRNOG00000010241,ENSRNOG00000010194,874,720
ENSRNOG00000010241,ENSRNOG00000010952,901,770
ENSRNOG00000010241,ENSRNOG00000011295,865,740
ENSRNOG00000010241,ENSRNOG00000013919,972,959
ENSRNOG00000010241,ENSRNOG00000013947,815,720
ENSRNOG00000010241,ENSRNOG00000016545,873,720
ENSRNOG00000010241,ENSRNOG00000016965,862,722
ENSRNOG00000010241,ENSRNOG00000017536,866,749
ENSRNOG00000010241,ENSRNOG00000024241,869,748
ENSRNOG00000010241,ENSRNOG00000024468,959,944
ENSRNOG00000010241,ENSRNOG00000027617,960,934
ENSRNOG00000010241,ENSRNOG00000028783,764,720
ENSRNOG00000010241,ENSRNOG00000031346,983,965
ENSRNOG00000010241,ENSRNOG00000034089,871,720
ENSRNOG00000010241,ENSRNOG00000057813,961,935
ENSRNOG00000010241,ENSRNOG00000069321,879,858
ENSRNOG00000010252,ENSRNOG00000004839,949,900
ENSRNOG00000010252,ENSRNOG00000010252,985,959
ENSRNOG00000010252,ENSRNOG00000012019,920,900
ENSRNOG00000010252,ENSRNOG00000036667,933,900
ENSRNOG00000010253,ENSRNOG00000014964,998,990
ENSRNOG00000010253,ENSRNOG00000015716,821,795
ENSRNOG00000010254,ENSRNOG00000010063,941,915
ENSRNOG00000010254,ENSRNOG00000010254,876,854
ENSRNOG00000010254,ENSRNOG00000012410,892,807
ENSRNOG00000010254,ENSRNOG00000016050,942,923
ENSRNOG00000010254,ENSRNOG00000030877,901,803
ENSRNOG00000010258,ENSRNOG00000002054,720,720
ENSRNOG00000010258,ENSRNOG00000002094,720,720
ENSRNOG00000010258,ENSRNOG00000004425,720,720
ENSRNOG00000010258,ENSRNOG00000004464,720,720
ENSRNOG00000010258,ENSRNOG00000004814,999,998
ENSRNOG00000010258,ENSRNOG00000009197,741,720
ENSRNOG00000010258,ENSRNOG00000009281,724,720
ENSRNOG00000010258,ENSRNOG00000010267,720,720
ENSRNOG00000010258,ENSRNOG00000010885,806,720
ENSRNOG00000010258,ENSRNOG00000011113,720,720
ENSRNOG00000010258,ENSRNOG00000012791,740,723
ENSRNOG00000010258,ENSRNOG00000015292,999,998
ENSRNOG00000010258,ENSRNOG00000015797,731,720
ENSRNOG00000010258,ENSRNOG00000017198,947,705
ENSRNOG00000010258,ENSRNOG00000017495,720,720
ENSRNOG00000010258,ENSRNOG00000020950,737,720
ENSRNOG00000010258,ENSRNOG00000021318,999,979
ENSRNOG00000010258,ENSRNOG00000025832,849,720
ENSRNOG00000010258,ENSRNOG00000026120,720,720
ENSRNOG00000010258,ENSRNOG00000027142,728,720
ENSRNOG00000010258,ENSRNOG00000027654,734,720
ENSRNOG00000010258,ENSRNOG00000058914,999,998
ENSRNOG00000010258,ENSRNOG00000066151,748,720
