geneA,geneB,Complex_ac,ComplexID
ENSRNOG00000019229,ENSRNOG00000012927,CPX-2511,NA
ENSRNOG00000019229,ENSRNOG00000013285,CPX-2511,NA
ENSRNOG00000019229,ENSRNOG00000013429,CPX-2511,NA
ENSRNOG00000019229,ENSRNOG00000014209,CPX-2511,NA
ENSRNOG00000019229,ENSRNOG00000015491,CPX-2511,NA
ENSRNOG00000019229,ENSRNOG00000016266,CPX-2511,NA
ENSRNOG00000019229,ENSRNOG00000016486,CPX-2511,3047
ENSRNOG00000019229,ENSRNOG00000016591,CPX-2511,NA
ENSRNOG00000019229,ENSRNOG00000018069,CPX-2511,NA
ENSRNOG00000019229,ENSRNOG00000019169,CPX-2511,NA
ENSRNOG00000019229,ENSRNOG00000019670,CPX-2511,NA
ENSRNOG00000019229,ENSRNOG00000020333,CPX-2511,NA
ENSRNOG00000019229,ENSRNOG00000022896,CPX-2511,NA
ENSRNOG00000019229,ENSRNOG00000025025,CPX-2511,NA
ENSRNOG00000019229,ENSRNOG00000026316,CPX-2511,NA
ENSRNOG00000019229,ENSRNOG00000031171,CPX-2511,NA
ENSRNOG00000019229,ENSRNOG00000037478,CPX-2511,NA
ENSRNOG00000019229,ENSRNOG00000047594,CPX-2511,NA
ENSRNOG00000019229,ENSRNOG00000052934,CPX-2511,NA
ENSRNOG00000019245,ENSRNOG00000000070,CPX-1004,6657
ENSRNOG00000019245,ENSRNOG00000002757,CPX-1004,6657
ENSRNOG00000019245,ENSRNOG00000003816,CPX-6802,6664
ENSRNOG00000019245,ENSRNOG00000004681,CPX-6802,6664
ENSRNOG00000019245,ENSRNOG00000004927,CPX-6802,6643
ENSRNOG00000019245,ENSRNOG00000007160,CPX-1004,6657
ENSRNOG00000019245,ENSRNOG00000007246,CPX-6802,6664
ENSRNOG00000019245,ENSRNOG00000008212,CPX-1004,6657
ENSRNOG00000019245,ENSRNOG00000008597,CPX-1004,6643
ENSRNOG00000019245,ENSRNOG00000008610,CPX-1004,6657
ENSRNOG00000019245,ENSRNOG00000014908,CPX-6802,NA
ENSRNOG00000019245,ENSRNOG00000017724,CPX-6802,NA
ENSRNOG00000019245,ENSRNOG00000018364,CPX-1004,6643
ENSRNOG00000019245,ENSRNOG00000019178,CPX-6802,6643
ENSRNOG00000019245,ENSRNOG00000019419,CPX-6802,6643
ENSRNOG00000019245,ENSRNOG00000020153,CPX-6802,6643
ENSRNOG00000019245,ENSRNOG00000020274,CPX-6802,6643
ENSRNOG00000019245,ENSRNOG00000020930,CPX-6802,6643
ENSRNOG00000019245,ENSRNOG00000023107,CPX-1004,6657
ENSRNOG00000019245,ENSRNOG00000025244,CPX-6802,6643
ENSRNOG00000019245,ENSRNOG00000027326,CPX-6802,6643
ENSRNOG00000019245,ENSRNOG00000032492,CPX-6802,6643
ENSRNOG00000019245,ENSRNOG00000039848,CPX-6802,6643
ENSRNOG00000019245,ENSRNOG00000048288,CPX-6802,6643
ENSRNOG00000019245,ENSRNOG00000050321,CPX-1004,6657
ENSRNOG00000019245,ENSRNOG00000059480,CPX-6802,6643
ENSRNOG00000019252,ENSRNOG00000004142,CPX-9078,NA
ENSRNOG00000019252,ENSRNOG00000011374,CPX-9078,NA
ENSRNOG00000019252,ENSRNOG00000016312,CPX-9078,NA
ENSRNOG00000019252,ENSRNOG00000047431,CPX-9078,NA
ENSRNOG00000019252,ENSRNOG00000048818,CPX-9078,NA
ENSRNOG00000019252,ENSRNOG00000060693,CPX-9078,NA
ENSRNOG00000019252,ENSRNOG00000063175,CPX-9078,NA
ENSRNOG00000019268,ENSRNOG00000008618,CPX-8081,5386
ENSRNOG00000019268,ENSRNOG00000010109,CPX-8081,6855
ENSRNOG00000019268,ENSRNOG00000012379,CPX-8081,6854
ENSRNOG00000019268,ENSRNOG00000013746,CPX-8081,5386
ENSRNOG00000019268,ENSRNOG00000021748,CPX-8081,5386
ENSRNOG00000019268,ENSRNOG00000047513,CPX-8081,8623
ENSRNOG00000019322,ENSRNOG00000003268,CPX-937,2639
ENSRNOG00000019322,ENSRNOG00000046327,CPX-937,1949
ENSRNOG00000019349,ENSRNOG00000001501,CPX-2539,1181
ENSRNOG00000019349,ENSRNOG00000005218,CPX-2539,1181
ENSRNOG00000019349,ENSRNOG00000006961,CPX-2539,1181
ENSRNOG00000019349,ENSRNOG00000007371,CPX-2539,NA
ENSRNOG00000019349,ENSRNOG00000007629,CPX-2539,1181
ENSRNOG00000019349,ENSRNOG00000011932,CPX-2539,1181
ENSRNOG00000019349,ENSRNOG00000013516,CPX-2539,1181
ENSRNOG00000019349,ENSRNOG00000013714,CPX-2539,1181
ENSRNOG00000019349,ENSRNOG00000014908,CPX-2539,2755
ENSRNOG00000019349,ENSRNOG00000015844,CPX-2539,1181
ENSRNOG00000019349,ENSRNOG00000017724,CPX-2539,1181
ENSRNOG00000019349,ENSRNOG00000018665,CPX-2539,NA
ENSRNOG00000019349,ENSRNOG00000020412,CPX-2539,1181
ENSRNOG00000019349,ENSRNOG00000021181,CPX-2539,2755
ENSRNOG00000019349,ENSRNOG00000021637,CPX-2539,2755
ENSRNOG00000019349,ENSRNOG00000024170,CPX-2539,2755
ENSRNOG00000019349,ENSRNOG00000024889,CPX-2539,NA
ENSRNOG00000019349,ENSRNOG00000027761,CPX-2539,8372
ENSRNOG00000019349,ENSRNOG00000030374,CPX-2539,1181
ENSRNOG00000019349,ENSRNOG00000046172,CPX-2539,2755
ENSRNOG00000019349,ENSRNOG00000050410,CPX-2539,1181
ENSRNOG00000019349,ENSRNOG00000067587,CPX-2539,1181
ENSRNOG00000019352,ENSRNOG00000005123,CPX-5848,7960
ENSRNOG00000019352,ENSRNOG00000005719,CPX-5848,7960
ENSRNOG00000019352,ENSRNOG00000005884,CPX-5848,7960
ENSRNOG00000019352,ENSRNOG00000009934,CPX-5848,7960
ENSRNOG00000019352,ENSRNOG00000017654,CPX-5848,7960
ENSRNOG00000019352,ENSRNOG00000018097,CPX-5848,7960
ENSRNOG00000019352,ENSRNOG00000019532,CPX-5848,7960
ENSRNOG00000019352,ENSRNOG00000065883,CPX-5848,7960
ENSRNOG00000019353,ENSRNOG00000001488,CPX-5993,38
ENSRNOG00000019353,ENSRNOG00000001719,CPX-5993,193
ENSRNOG00000019353,ENSRNOG00000003117,CPX-5993,193
ENSRNOG00000019353,ENSRNOG00000003951,CPX-5993,181
ENSRNOG00000019353,ENSRNOG00000004199,CPX-9001,194
ENSRNOG00000019353,ENSRNOG00000005538,CPX-5993,193
ENSRNOG00000019353,ENSRNOG00000006751,CPX-5993,193
ENSRNOG00000019353,ENSRNOG00000007114,CPX-5993,38
ENSRNOG00000019353,ENSRNOG00000007851,CPX-5993,38
ENSRNOG00000019353,ENSRNOG00000010420,CPX-5993,NA
ENSRNOG00000019353,ENSRNOG00000011463,CPX-5993,38
ENSRNOG00000019353,ENSRNOG00000011745,CPX-5993,38
ENSRNOG00000019353,ENSRNOG00000013386,CPX-5993,38
ENSRNOG00000019353,ENSRNOG00000013493,CPX-5993,38
ENSRNOG00000019353,ENSRNOG00000014097,CPX-5993,193
ENSRNOG00000019353,ENSRNOG00000014109,CPX-5993,181
ENSRNOG00000019353,ENSRNOG00000017730,CPX-5993,193
ENSRNOG00000019353,ENSRNOG00000019041,CPX-8842,192
ENSRNOG00000019353,ENSRNOG00000019551,CPX-5993,38
ENSRNOG00000019353,ENSRNOG00000019868,CPX-5993,38
ENSRNOG00000019353,ENSRNOG00000020979,CPX-5993,38
ENSRNOG00000019353,ENSRNOG00000021042,CPX-5993,181
ENSRNOG00000019353,ENSRNOG00000028103,CPX-5993,193
ENSRNOG00000019353,ENSRNOG00000049920,CPX-5993,38
ENSRNOG00000019353,ENSRNOG00000052730,CPX-5993,38
ENSRNOG00000019353,ENSRNOG00000055984,CPX-5993,NA
ENSRNOG00000019353,ENSRNOG00000056853,CPX-5993,38
ENSRNOG00000019353,ENSRNOG00000060340,CPX-8841,NA
ENSRNOG00000019353,ENSRNOG00000061129,CPX-5993,193
ENSRNOG00000019358,ENSRNOG00000007975,CPX-5156,1054
ENSRNOG00000019368,ENSRNOG00000017842,CPX-2188,6438
ENSRNOG00000019368,ENSRNOG00000030981,CPX-2188,6438
ENSRNOG00000019369,ENSRNOG00000024445,CPX-8175,NA
ENSRNOG00000019372,ENSRNOG00000008103,CPX-7142,NA
ENSRNOG00000019372,ENSRNOG00000009715,CPX-7142,NA
ENSRNOG00000019384,ENSRNOG00000001820,CPX-3227,230
ENSRNOG00000019384,ENSRNOG00000001877,CPX-3227,230
ENSRNOG00000019384,ENSRNOG00000003592,CPX-3227,230
ENSRNOG00000019384,ENSRNOG00000003792,CPX-3227,230
ENSRNOG00000019384,ENSRNOG00000004844,CPX-3227,230
ENSRNOG00000019384,ENSRNOG00000005059,CPX-3227,230
ENSRNOG00000019384,ENSRNOG00000005606,CPX-3227,230
ENSRNOG00000019384,ENSRNOG00000006050,CPX-3264,NA
ENSRNOG00000019384,ENSRNOG00000006976,CPX-3227,230
ENSRNOG00000019384,ENSRNOG00000007053,CPX-3227,230
ENSRNOG00000019384,ENSRNOG00000008711,CPX-3227,230
ENSRNOG00000019384,ENSRNOG00000010496,CPX-3227,230
ENSRNOG00000019384,ENSRNOG00000011315,CPX-3227,230
ENSRNOG00000019384,ENSRNOG00000012270,CPX-3227,230
ENSRNOG00000019384,ENSRNOG00000013422,CPX-3227,230
ENSRNOG00000019384,ENSRNOG00000013852,CPX-3227,230
ENSRNOG00000019384,ENSRNOG00000013933,CPX-3227,230
ENSRNOG00000019384,ENSRNOG00000014618,CPX-3227,230
ENSRNOG00000019384,ENSRNOG00000017150,CPX-3227,230
ENSRNOG00000019384,ENSRNOG00000017170,CPX-3227,230
ENSRNOG00000019384,ENSRNOG00000019702,CPX-3227,230
ENSRNOG00000019384,ENSRNOG00000020363,CPX-3227,230
ENSRNOG00000019384,ENSRNOG00000028477,CPX-3227,230
ENSRNOG00000019384,ENSRNOG00000053961,CPX-3227,230
ENSRNOG00000019384,ENSRNOG00000067073,CPX-3227,230
ENSRNOG00000019390,ENSRNOG00000015633,CPX-8261,NA
ENSRNOG00000019390,ENSRNOG00000058914,CPX-8261,NA
ENSRNOG00000019400,ENSRNOG00000001807,CPX-2424,NA
ENSRNOG00000019400,ENSRNOG00000002135,CPX-2424,346
ENSRNOG00000019400,ENSRNOG00000002372,CPX-2424,346
ENSRNOG00000019400,ENSRNOG00000003998,CPX-2424,346
ENSRNOG00000019400,ENSRNOG00000007294,CPX-2453,NA
ENSRNOG00000019400,ENSRNOG00000016062,CPX-2424,NA
ENSRNOG00000019400,ENSRNOG00000016671,CPX-2424,7270
ENSRNOG00000019400,ENSRNOG00000046366,CPX-2443,34
ENSRNOG00000019407,ENSRNOG00000001418,CPX-974,7627
ENSRNOG00000019407,ENSRNOG00000005496,CPX-978,528
ENSRNOG00000019407,ENSRNOG00000005689,CPX-974,528
ENSRNOG00000019407,ENSRNOG00000007875,CPX-974,8022
ENSRNOG00000019407,ENSRNOG00000009309,CPX-978,528
ENSRNOG00000019407,ENSRNOG00000013195,CPX-974,528
ENSRNOG00000019407,ENSRNOG00000014834,CPX-978,528
ENSRNOG00000019407,ENSRNOG00000017786,CPX-974,528
ENSRNOG00000019407,ENSRNOG00000020340,CPX-978,528
ENSRNOG00000019407,ENSRNOG00000021081,CPX-974,529
ENSRNOG00000019407,ENSRNOG00000024743,CPX-978,NA
ENSRNOG00000019407,ENSRNOG00000025244,CPX-978,528
ENSRNOG00000019407,ENSRNOG00000050282,CPX-974,799
ENSRNOG00000019407,ENSRNOG00000058412,CPX-978,528
ENSRNOG00000019407,ENSRNOG00000059891,CPX-978,528
ENSRNOG00000019407,ENSRNOG00000061012,CPX-978,528
ENSRNOG00000019413,ENSRNOG00000000157,CPX-354,NA
ENSRNOG00000019413,ENSRNOG00000000322,CPX-354,NA
ENSRNOG00000019419,ENSRNOG00000002757,CPX-1024,471
ENSRNOG00000019419,ENSRNOG00000003816,CPX-6802,475
ENSRNOG00000019419,ENSRNOG00000004681,CPX-6802,6664
ENSRNOG00000019419,ENSRNOG00000004927,CPX-6802,475
ENSRNOG00000019419,ENSRNOG00000007246,CPX-6802,462
ENSRNOG00000019419,ENSRNOG00000008597,CPX-1024,462
ENSRNOG00000019419,ENSRNOG00000014908,CPX-6802,NA
ENSRNOG00000019419,ENSRNOG00000017724,CPX-6802,462
ENSRNOG00000019419,ENSRNOG00000018364,CPX-1024,462
ENSRNOG00000019419,ENSRNOG00000019178,CPX-1024,462
ENSRNOG00000019419,ENSRNOG00000019245,CPX-6802,6643
ENSRNOG00000019419,ENSRNOG00000020153,CPX-1024,462
ENSRNOG00000019419,ENSRNOG00000020274,CPX-1024,462
ENSRNOG00000019419,ENSRNOG00000020930,CPX-6802,6643
ENSRNOG00000019419,ENSRNOG00000025244,CPX-6802,462
ENSRNOG00000019419,ENSRNOG00000027326,CPX-6802,6643
ENSRNOG00000019419,ENSRNOG00000032492,CPX-6802,6643
ENSRNOG00000019419,ENSRNOG00000039848,CPX-1024,462
ENSRNOG00000019419,ENSRNOG00000048288,CPX-1024,462
ENSRNOG00000019419,ENSRNOG00000059480,CPX-6802,6643
ENSRNOG00000019426,ENSRNOG00000016698,CPX-8781,NA
ENSRNOG00000019439,ENSRNOG00000001430,CPX-2387,103
ENSRNOG00000019439,ENSRNOG00000001748,CPX-2387,103
ENSRNOG00000019439,ENSRNOG00000010408,CPX-2387,103
ENSRNOG00000019439,ENSRNOG00000011214,CPX-2387,103
ENSRNOG00000019439,ENSRNOG00000013545,CPX-2387,103
ENSRNOG00000019439,ENSRNOG00000015720,CPX-2387,103
ENSRNOG00000019439,ENSRNOG00000016231,CPX-2387,103
ENSRNOG00000019439,ENSRNOG00000023805,CPX-2387,103
ENSRNOG00000019439,ENSRNOG00000024779,CPX-2387,103
ENSRNOG00000019439,ENSRNOG00000057676,CPX-2387,NA
ENSRNOG00000019450,ENSRNOG00000046271,CPX-2721,784
ENSRNOG00000019453,ENSRNOG00000003201,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000004196,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000006236,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000007663,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000008591,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000010189,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000011893,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000016411,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000016580,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000016961,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000017418,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000018320,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000018774,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000019578,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000020595,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000024603,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000027503,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000029627,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000033152,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000033161,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000037897,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000042886,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000045885,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000052620,CPX-5223,NA
ENSRNOG00000019453,ENSRNOG00000054626,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000058909,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000060449,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000062652,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000066637,CPX-5261,NA
ENSRNOG00000019453,ENSRNOG00000067444,CPX-5223,305
ENSRNOG00000019453,ENSRNOG00000070034,CPX-5223,305
ENSRNOG00000019455,ENSRNOG00000001353,CPX-5151,67
ENSRNOG00000019455,ENSRNOG00000001415,CPX-5151,67
ENSRNOG00000019455,ENSRNOG00000022938,CPX-5151,67
ENSRNOG00000019456,ENSRNOG00000001044,CPX-2469,3040
ENSRNOG00000019456,ENSRNOG00000002393,CPX-2469,3040
ENSRNOG00000019456,ENSRNOG00000003743,CPX-2469,3040
ENSRNOG00000019456,ENSRNOG00000007739,CPX-2469,3040
ENSRNOG00000019456,ENSRNOG00000011384,CPX-2469,3040
ENSRNOG00000019456,ENSRNOG00000014616,CPX-2469,3040
ENSRNOG00000019456,ENSRNOG00000018304,CPX-2469,3040
ENSRNOG00000019456,ENSRNOG00000025459,CPX-2469,3040
ENSRNOG00000019456,ENSRNOG00000060912,CPX-2469,3040
ENSRNOG00000019456,ENSRNOG00000066344,CPX-2469,3040
ENSRNOG00000019474,ENSRNOG00000001315,CPX-8161,NA
ENSRNOG00000019474,ENSRNOG00000002187,CPX-8161,NA
ENSRNOG00000019474,ENSRNOG00000009061,CPX-8161,NA
ENSRNOG00000019474,ENSRNOG00000011165,CPX-8161,NA
ENSRNOG00000019474,ENSRNOG00000018762,CPX-8161,8480
ENSRNOG00000019474,ENSRNOG00000020118,CPX-8161,NA
ENSRNOG00000019474,ENSRNOG00000021729,CPX-8162,NA
ENSRNOG00000019474,ENSRNOG00000021824,CPX-8161,NA
ENSRNOG00000019474,ENSRNOG00000049696,CPX-8161,8480
ENSRNOG00000019474,ENSRNOG00000057862,CPX-8161,8480
ENSRNOG00000019474,ENSRNOG00000066275,CPX-8161,NA
ENSRNOG00000019478,ENSRNOG00000006695,CPX-1877,6178
ENSRNOG00000019478,ENSRNOG00000012812,CPX-1877,6178
ENSRNOG00000019478,ENSRNOG00000019742,CPX-6016,8537
ENSRNOG00000019478,ENSRNOG00000031081,CPX-6016,8537
ENSRNOG00000019485,ENSRNOG00000003359,CPX-809,7221
ENSRNOG00000019485,ENSRNOG00000004016,CPX-815,610
ENSRNOG00000019485,ENSRNOG00000008212,CPX-809,1401
ENSRNOG00000019485,ENSRNOG00000009643,CPX-815,7220
ENSRNOG00000019485,ENSRNOG00000015417,CPX-809,7221
ENSRNOG00000019485,ENSRNOG00000019948,CPX-809,5386
ENSRNOG00000019485,ENSRNOG00000023021,CPX-815,610
ENSRNOG00000019485,ENSRNOG00000051948,CPX-809,5386
ENSRNOG00000019485,ENSRNOG00000053680,CPX-809,610
ENSRNOG00000019485,ENSRNOG00000054838,CPX-809,5386
ENSRNOG00000019485,ENSRNOG00000060185,CPX-809,7221
ENSRNOG00000019496,ENSRNOG00000019742,CPX-6043,NA
ENSRNOG00000019497,ENSRNOG00000002070,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000002943,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000003011,CPX-5226,NA
ENSRNOG00000019497,ENSRNOG00000003724,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000004401,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000006968,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000008256,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000008546,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000008566,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000009078,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000009567,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000010540,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000011639,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000012136,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000012650,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000013845,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000014582,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000014890,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000015231,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000015989,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000017552,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000018042,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000018057,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000018547,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000018647,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000019165,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000019511,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000019734,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000019970,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000020354,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000020464,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000020659,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000020869,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000020975,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000021005,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000022234,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000023407,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000025388,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000027039,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000032780,CPX-5226,NA
ENSRNOG00000019497,ENSRNOG00000036695,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000042720,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000042740,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000047563,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000049330,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000049686,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000062588,CPX-5226,NA
ENSRNOG00000019497,ENSRNOG00000063489,CPX-5226,320
ENSRNOG00000019497,ENSRNOG00000068816,CPX-5226,320
ENSRNOG00000019503,ENSRNOG00000003139,CPX-7442,102
ENSRNOG00000019503,ENSRNOG00000014173,CPX-7442,102
ENSRNOG00000019503,ENSRNOG00000015389,CPX-7442,NA
ENSRNOG00000019509,ENSRNOG00000005310,CPX-2492,NA
ENSRNOG00000019509,ENSRNOG00000005828,CPX-2492,NA
ENSRNOG00000019509,ENSRNOG00000058914,CPX-2492,NA
ENSRNOG00000019511,ENSRNOG00000002070,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000002943,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000003011,CPX-5226,NA
ENSRNOG00000019511,ENSRNOG00000003724,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000004401,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000006968,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000008256,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000008546,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000008566,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000009078,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000009567,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000010540,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000011639,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000012136,CPX-5226,315
ENSRNOG00000019511,ENSRNOG00000012650,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000013845,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000014582,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000014890,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000015231,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000015989,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000017552,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000018042,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000018057,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000018547,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000018647,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000019165,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000019497,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000019734,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000019970,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000020354,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000020464,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000020659,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000020869,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000020975,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000021005,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000022234,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000023407,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000025388,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000027039,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000032780,CPX-5226,NA
ENSRNOG00000019511,ENSRNOG00000036695,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000042720,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000042740,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000047563,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000049330,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000049686,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000062588,CPX-5226,NA
ENSRNOG00000019511,ENSRNOG00000063489,CPX-5226,320
ENSRNOG00000019511,ENSRNOG00000068816,CPX-5226,320
ENSRNOG00000019522,ENSRNOG00000012638,CPX-2837,6896
ENSRNOG00000019522,ENSRNOG00000017119,CPX-2837,6896
ENSRNOG00000019522,ENSRNOG00000046769,CPX-2837,6896
ENSRNOG00000019532,ENSRNOG00000005123,CPX-5848,7960
ENSRNOG00000019532,ENSRNOG00000005719,CPX-5848,7960
ENSRNOG00000019532,ENSRNOG00000005884,CPX-5848,7960
ENSRNOG00000019532,ENSRNOG00000009934,CPX-5848,7960
ENSRNOG00000019532,ENSRNOG00000017654,CPX-5848,7960
ENSRNOG00000019532,ENSRNOG00000018097,CPX-5848,7960
ENSRNOG00000019532,ENSRNOG00000019352,CPX-5848,7960
ENSRNOG00000019532,ENSRNOG00000065883,CPX-5848,7960
ENSRNOG00000019551,ENSRNOG00000001488,CPX-5993,38
ENSRNOG00000019551,ENSRNOG00000001719,CPX-5993,193
ENSRNOG00000019551,ENSRNOG00000003117,CPX-5993,193
ENSRNOG00000019551,ENSRNOG00000003951,CPX-5993,181
ENSRNOG00000019551,ENSRNOG00000004199,CPX-9001,194
ENSRNOG00000019551,ENSRNOG00000005538,CPX-5993,193
ENSRNOG00000019551,ENSRNOG00000006751,CPX-5993,193
ENSRNOG00000019551,ENSRNOG00000007114,CPX-5993,38
ENSRNOG00000019551,ENSRNOG00000007851,CPX-5993,38
ENSRNOG00000019551,ENSRNOG00000010420,CPX-5993,NA
ENSRNOG00000019551,ENSRNOG00000011463,CPX-5993,38
ENSRNOG00000019551,ENSRNOG00000011745,CPX-5993,38
ENSRNOG00000019551,ENSRNOG00000013386,CPX-5993,38
ENSRNOG00000019551,ENSRNOG00000013493,CPX-5993,38
ENSRNOG00000019551,ENSRNOG00000014097,CPX-5993,193
ENSRNOG00000019551,ENSRNOG00000014109,CPX-5993,181
ENSRNOG00000019551,ENSRNOG00000017730,CPX-5993,193
ENSRNOG00000019551,ENSRNOG00000019041,CPX-8842,192
ENSRNOG00000019551,ENSRNOG00000019353,CPX-5993,38
ENSRNOG00000019551,ENSRNOG00000019868,CPX-5993,38
ENSRNOG00000019551,ENSRNOG00000020979,CPX-5993,38
ENSRNOG00000019551,ENSRNOG00000021042,CPX-5993,181
ENSRNOG00000019551,ENSRNOG00000028103,CPX-5993,193
